oid	text	category
3918	как частично можно оплатить долг	oplatit_zaim_chast
3921	как оплатить только проценты	oplatit_zaim
3941	а серебро принимаете?	online_otsenka
3944	Оплатил процент	oplatit_zaim
3979	как погасить займ частично?	oplatit_zaim_chast
3982	Здравствуйте. Почему оплата по процентам не доступна? nan	oplatit_zaim
3987	могу выкупить?	vikup_do_min_ostatka
3992	Добрый день, как оплатить часть процентов?	oplatit_zaim
4004	РР677096 почему оплата не доступна?	oplatit_zaim
4011	здравствуйте могу ли я оплатить 50% от процентов	oplatit_zaim
4012	какой процент по займам?	oplatit_zaim
4019	на вопрос так и не ответили.	svyaz_operator
4033	добрый день выкупить смогу еще	vikup_do_min_ostatka
4033	продлить можно?	oplatit_zaim
4054	Спасибо как мне оплатить часть процентов	oplatit_zaim
4056	как продлить займ?	oplatit_zaim
4065	Добрый вечер, я могу частично оплатить проценты?	oplatit_zaim_chast
4106	только в том ломбарде ,где был займ ?	info
4111	КАК ОПЛАТИТЬ ОНЛАЙН?	oplatit_zaim
4118	здравствуйте оплата не проходит СО668402	svyaz_operator
4119	здравствуйте!как можно оплатить проценты?	oplatit_zaim
4122	Спасибо как забрать займ ?	vikup_do_min_ostatka
4126	Как оплатить займ онлайн	oplatit_zaim
4130	Добрый день, можно еще оплатить проценты?	oplatit_zaim
4139	какой процент в день Заём №ЧО056633	oplatit_zaim
4146	почему не могу оплатить %?	oplatit_zaim
4166	здравствуйте,прошла ли оплата процентов?	oplatit_zaim
4167	по чему нельзя оплатить онлайн	oplatit_zaim
4171	здравствуйте, как я могу продлить срок договора	oplatit_zaim
4186	добрый день почему не могу оплатить проценты?	oplatit_zaim
4199	как оплатить процент???	oplatit_zaim
4201	здравствуйте, как можно оплатить побольше	oplatit_zaim
4211	Билет чо289552 можно выкупить?	vikup_do_min_ostatka
4234	Почему я не могу оплатить процент?	oplatit_zaim
